LONGITUDE;LATITUDE;CODE_COMMUNE;CODE_POSTAL;COMMUNE
2.1805;45.6694;19261;19290;SORNAC
5.7896;45.9659;01118;01420;CORBONOD
5.3337;47.0327;39476;39410;ST AUBIN
2.4145;42.7146;66198;66730;SOURNIA
5.0473;46.2423;01246;01660;MEZERIAT
0.7604;44.6331;47324;47210;VILLEREAL
3.8701;47.6196;89208;89440;JOUX LA VILLE
3.0966;47.0759;58214;58320;POUGUES LES EAUX
5.0688;48.55;52265;52170;BAYARD SUR MARNE
5.0688;48.55;52265;52170;BAYARD SUR MARNE
5.0688;48.55;52265;52170;BAYARD SUR MARNE
5.0688;48.55;52265;52170;BAYARD SUR MARNE
0.04;45.6676;16348;16290;ST SATURNIN
-1.1758;46.1619;17300;17000;LA ROCHELLE
-1.1758;46.1619;17300;17000;LA ROCHELLE
-1.1758;46.1619;17300;17000;LA ROCHELLE
2.6673;44.1908;12011;12120;ARVIEU
0.0991;47.0098;86137;86200;LOUDUN
0.0991;47.0098;86137;86200;LOUDUN
3.0514;50.4013;59234;59128;FLERS EN ESCREBIEUX
6.424;45.1233;73306;73450;VALLOIRE
2.1615;43.366;11367;11310;SAISSAC
3.7738;43.6168;34259;34680;ST GEORGES D ORQUES
6.0824;43.8285;04166;04500;RIEZ
3.0116;42.6839;66037;66140;CANET EN ROUSSILLON
3.0116;42.6839;66037;66140;CANET EN ROUSSILLON
-1.0789;44.7952;33011;33740;ARES
5.8541;45.6012;73179;73290;LA MOTTE SERVOLEX
5.9338;48.4574;54189;54115;FAVIERES
4.2887;47.2198;21349;21430;LIERNAIS
7.1368;48.4243;67377;67420;PLAINE
7.1368;48.4243;67377;67420;PLAINE
7.1368;48.4243;67377;67420;PLAINE
5.4901;45.2939;38517;38210;TULLINS
5.4901;45.2939;38517;38210;TULLINS
2.398;48.2894;45191;45330;LE MALESHERBOIS
2.398;48.2894;45191;45330;LE MALESHERBOIS
2.398;48.2894;45191;45330;LE MALESHERBOIS
2.398;48.2894;45191;45330;LE MALESHERBOIS
2.398;48.2894;45191;45330;LE MALESHERBOIS
2.398;48.2894;45191;45330;LE MALESHERBOIS
-2.8105;48.4103;22171;22940;PLAINTEL
-0.6505;47.3508;49259;49190;ROCHEFORT SUR LOIRE
0.1501;47.6543;72176;72800;LE LUDE
-1.4752;43.4019;64547;64480;USTARITZ
1.6658;49.1422;95101;95710;BRAY ET LU
-2.8002;47.5921;56088;56840;ILE D ARZ
4.4129;45.0053;07204;07320;ST AGREVE
4.4129;45.0053;07204;07320;ST AGREVE
0.441;45.8243;16085;16260;CHASSENEUIL SUR BONNIEURE
3.483;46.1378;03095;03300;CUSSET
7.5038;43.9404;06023;06540;BREIL SUR ROYA
-0.9367;45.6754;17421;17600;SAUJON
2.1908;42.8757;11304;11500;QUILLAN
2.1908;42.8757;11304;11500;QUILLAN
5.3486;48.907;55404;55260;PIERREFITTE SUR AIRE
5.1475;43.3866;13026;13220;CHATEAUNEUF LES MARTIGUES
5.1475;43.3866;13026;13220;CHATEAUNEUF LES MARTIGUES
3.0489;44.6444;48104;48260;NASBINALS
5.2962;48.6621;55291;55500;LIGNY EN BARROIS
1.4486;44.0816;82002;82350;ALBIAS
2.4842;49.7762;80570;80110;MOREUIL
6.6077;46.1265;74276;74440;TANINGES
6.6077;46.1265;74276;74440;TANINGES
2.4162;47.9803;45031;45270;BELLEGARDE
1.327;43.6116;31149;31770;COLOMIERS
0.6474;46.1339;86015;86460;AVAILLES LIMOUZINE
-2.8252;48.5702;22251;22590;PORDIC
-2.8252;48.5702;22251;22590;PORDIC
-2.8252;48.5702;22251;22590;PORDIC
-1.5013;46.9274;85190;85620;ROCHESERVIERE
6.0665;49.3308;57306;57700;HAYANGE
6.0665;49.3308;57306;57700;HAYANGE
6.0665;49.3308;57306;57700;HAYANGE
1.086;48.112;28012;28290;ARROU
6.7693;47.8795;88468;88160;LE THILLOT
-1.6459;48.1812;35024;35830;BETTON
6.7787;48.6714;57488;57770;MOUSSEY
6.5862;43.2392;83065;83580;GASSIN
-1.6326;49.47;50082;50260;BRICQUEBEC EN COTENTIN
-1.6326;49.47;50082;50260;BRICQUEBEC EN COTENTIN
-1.6326;49.47;50082;50260;BRICQUEBEC EN COTENTIN
-1.6326;49.47;50082;50260;BRICQUEBEC EN COTENTIN
-1.6326;49.47;50082;50260;BRICQUEBEC EN COTENTIN
-1.6326;49.47;50082;50260;BRICQUEBEC EN COTENTIN
-1.0207;47.7072;49103;49520;COMBREE
-1.0207;47.7072;49103;49520;COMBREE
3.0196;50.3381;62173;62117;BREBIERES
0.201;43.4001;32464;32730;VILLECOMTAL SUR ARROS
2.2048;46.7617;18127;18160;LIGNIERES
3.6226;49.6986;02237;02270;CRECY SUR SERRE
4.3145;45.6034;42222;42330;ST GALMIER
-0.1382;47.9976;72168;72540;LOUE
-0.5737;44.8572;33063;33200;BORDEAUX
-0.5737;44.8572;33063;33100;BORDEAUX
-0.5737;44.8572;33063;33300;BORDEAUX
-0.5737;44.8572;33063;33800;BORDEAUX
-0.5737;44.8572;33063;33000;BORDEAUX
-0.8839;44.5415;33498;33770;SALLES
1.4904;43.8644;31584;31340;VILLEMUR SUR TARN
3.0202;43.1652;11262;11100;NARBONNE
3.0202;43.1652;11262;11100;NARBONNE
2.2129;44.4768;12148;12220;MONTBAZENS
-0.8779;47.0454;49099;49300;CHOLET
-0.8779;47.0454;49099;49300;CHOLET
-0.6341;47.4744;49020;49070;BEAUCOUZE
5.2519;43.6615;13050;13410;LAMBESC
-2.3127;47.3234;44151;44117;ST ANDRE DES EAUX
0.2849;47.825;72124;72220;ECOMMOY
1.1272;44.2643;82094;82110;LAUZERTE
7.001;48.6664;57414;57790;LORQUIN
0.655;44.1206;47145;47390;LAYRAC
6.5015;43.9713;04173;04170;ST ANDRE LES ALPES
0.7266;43.1199;31483;31800;ST GAUDENS
1.6002;44.4864;46268;46330;ST GERY
6.6509;45.4621;73055;73350;BOZEL
1.7825;45.8083;87117;87470;PEYRAT LE CHATEAU
-0.5963;46.9403;79195;79250;NUEIL LES AUBIERS
-0.5963;46.9403;79195;79250;NUEIL LES AUBIERS
1.427;47.1148;36103;36360;LUCAY LE MALE
-1.7404;46.8151;85204;85670;ST CHRISTOPHE DU LIGNERON
-2.1466;47.3231;44103;44550;MONTOIR DE BRETAGNE
0.1057;43.8607;32119;32800;EAUZE
-0.1577;45.478;16028;16300;BARBEZIEUX ST HILAIRE
-0.1577;45.478;16028;16300;BARBEZIEUX ST HILAIRE
2.2342;44.8574;15268;15290;LE ROUGET PERS
2.2342;44.8574;15268;15290;LE ROUGET PERS
1.3615;45.4106;19011;19230;ARNAC POMPADOUR
3.8531;45.3319;43080;43500;CRAPONNE SUR ARZON
4.7934;45.736;69202;69110;STE FOY LES LYON
-1.5553;43.3565;64495;64310;ST PEE SUR NIVELLE
7.0013;43.5961;06085;06250;MOUGINS
0.4167;42.8677;65099;65590;BORDERES LOURON
0.4167;42.8677;65099;65590;BORDERES LOURON
2.659;50.246;62097;62123;BEAUMETZ LES LOGES
1.4129;45.2632;19153;19130;OBJAT
1.61;45.6948;87040;87130;CHATEAUNEUF LA FORET
6.6235;45.8402;74173;74120;MEGEVE
0.3202;48.254;72189;72260;MAROLLES LES BRAULTS
-0.9836;47.2126;49023;49450;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49600;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49600;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49600;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49600;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49600;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49110;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49510;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49510;BEAUPREAU EN MAUGES
-0.9836;47.2126;49023;49510;BEAUPREAU EN MAUGES
4.2028;43.7372;30185;30121;MUS
2.3577;43.3995;11222;11380;MAS CABARDES
1.113;49.7125;76034;76720;AUFFAY
-0.6583;48.8636;14726;14350;VALDALLIERE
-0.6583;48.8636;14726;14350;VALDALLIERE
-0.6583;48.8636;14726;14350;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
-0.6583;48.8636;14726;14410;VALDALLIERE
1.0249;45.8807;87185;87420;ST VICTURNIEN
0.9346;43.4935;32410;32130;SAMATAN
1.6234;46.7891;36202;36250;ST MAUR
1.6234;46.7891;36202;36250;ST MAUR
9.2924;42.1573;2B347;20242;VEZZANI
7.4649;48.8173;67061;67330;BOUXWILLER
7.4649;48.8173;67061;67330;BOUXWILLER
7.4649;48.8173;67061;67330;BOUXWILLER
7.4649;48.8173;67061;67330;BOUXWILLER
4.382;45.5305;42234;42570;ST HEAND
2.8043;48.1055;45145;45210;FERRIERES EN GATINAIS
2.4769;45.7994;63165;63620;GIAT
4.9426;49.0866;51507;51800;STE MENEHOULD
7.1407;43.7588;06122;06640;ST JEANNET
0.437;46.7432;86019;86490;BEAUMONT
0.437;46.7432;86019;86490;BEAUMONT
4.6872;44.3607;26235;26700;PIERRELATTE
2.0765;50.9333;62852;62162;VIEILLE EGLISE
2.1192;43.981;81048;81130;CAGNAC LES MINES
3.6878;46.4106;03240;03220;ST LEON
-3.4916;47.794;56078;56520;GUIDEL
1.694;46.803;36044;36000;CHATEAUROUX
3.055;49.6584;60291;60640;GUISCARD
5.6584;43.3608;13007;13390;AURIOL
-3.6913;48.1858;29278;29540;SPEZET
0.468;48.0507;72090;72160;CONNERRE
-0.6775;45.8863;17397;17350;ST SAVINIEN
-0.6775;45.8863;17397;17350;ST SAVINIEN
-0.6775;45.8863;17397;17350;ST SAVINIEN
2.0686;44.5596;12052;12700;CAPDENAC GARE
3.019;45.8682;63470;63530;VOLVIC
4.1477;46.6826;71542;71320;TOULON SUR ARROUX
3.4812;43.9902;30017;30770;ARRIGAS
6.7405;45.9546;74208;74190;PASSY
6.7405;45.9546;74208;74190;PASSY
6.7405;45.9546;74208;74480;PASSY
6.7405;45.9546;74208;74480;PASSY
6.7405;45.9546;74208;74480;PASSY
6.7405;45.9546;74208;74480;PASSY
6.7405;45.9546;74208;74480;PASSY
6.7405;45.9546;74208;74480;PASSY
6.7405;45.9546;74208;74480;PASSY
5.246;46.2052;01053;01000;BOURG EN BRESSE
5.246;46.2052;01053;01000;BOURG EN BRESSE
1.6073;44.9402;46185;46600;MARTEL
0.2333;44.8238;33324;33220;PINEUILH
4.7574;44.3483;26324;26130;ST PAUL TROIS CHATEAUX
5.6049;47.7869;52197;52500;FAYL BILLOT
5.6049;47.7869;52197;52500;FAYL BILLOT
5.6049;47.7869;52197;52500;FAYL BILLOT
-3.8015;47.9583;29241;29140;ROSPORDEN
-3.8015;47.9583;29241;29140;ROSPORDEN
4.1409;46.9689;71223;71990;LA GRANDE VERRIERE
3.7909;47.8076;89068;89800;CHABLIS
3.7909;47.8076;89068;89800;CHABLIS
3.7909;47.8076;89068;89800;CHABLIS
3.7909;47.8076;89068;89800;CHABLIS
7.1886;48.6198;57742;57870;WALSCHEID
5.313;47.7309;52529;52190;VILLEGUSIEN LE LAC
5.313;47.7309;52529;52190;VILLEGUSIEN LE LAC
5.313;47.7309;52529;52190;VILLEGUSIEN LE LAC
5.313;47.7309;52529;52190;VILLEGUSIEN LE LAC
6.4881;47.0544;25271;25650;GILLEY
1.0289;43.0312;09235;09160;PRAT BONREPAUX
-0.6725;46.8217;79062;79140;CERIZAY
6.5631;47.2902;25529;25430;SANCEY
6.5631;47.2902;25529;25430;SANCEY
3.3309;45.3723;43258;43360;VERGONGHEON
3.5812;47.3615;58286;58190;TANNAY
-1.5476;49.3799;50551;50390;ST SAUVEUR LE VICOMTE
0.3675;47.3499;37123;37130;LANGEAIS
-1.0245;49.0541;50139;50420;CONDE SUR VIRE
-1.0245;49.0541;50139;50890;CONDE SUR VIRE
-1.3293;48.9019;50197;50450;GAVRAY
-1.3293;48.9019;50197;50450;GAVRAY
-1.3293;48.9019;50197;50450;GAVRAY
0.6278;44.5474;47048;47290;CANCON
6.0305;44.3409;04134;04250;LA MOTTE DU CAIRE
-1.2484;46.3367;85255;85580;ST MICHEL EN L HERM
6.4785;43.6364;83082;83131;MONTFERRAT
1.2487;45.8542;87085;87100;LIMOGES
1.2487;45.8542;87085;87100;LIMOGES
1.2487;45.8542;87085;87000;LIMOGES
1.2487;45.8542;87085;87280;LIMOGES
1.2487;45.8542;87085;87280;LIMOGES
4.716;48.234;10033;10200;BAR SUR AUBE
1.2178;43.1925;31375;31310;MONTESQUIEU VOLVESTRE
-2.7615;48.515;22278;22000;ST BRIEUC
4.9044;43.4557;13039;13270;FOS SUR MER
5.4402;45.9505;01384;01230;ST RAMBERT EN BUGEY
5.6363;45.4609;38386;38620;ST GEOIRE EN VALDAINE
2.2036;45.2618;19264;19550;SOURSAC
2.9333;48.8567;77142;77580;CRECY LA CHAPELLE
2.9333;48.8567;77142;77580;CRECY LA CHAPELLE
-1.6258;47.3178;44209;44119;TREILLIERES
1.1089;47.1845;37111;37460;GENILLE
-0.0372;48.4579;61382;61420;ST DENIS SUR SARTHON
1.8589;46.046;23168;23250;SARDENT
9.1207;42.1524;2B354;20219;VIVARIO
9.1207;42.1524;2B354;20219;VIVARIO
9.1207;42.1524;2B354;20219;VIVARIO
5.637;49.2168;55181;55400;ETAIN
-4.4189;48.4938;29160;29860;PLABENNEC
5.72;43.9099;04192;04870;ST MICHEL L OBSERVATOIRE
5.72;43.9099;04192;04870;ST MICHEL L OBSERVATOIRE
3.9853;48.5852;10289;10380;PLANCY L ABBAYE
3.9853;48.5852;10289;10380;PLANCY L ABBAYE
3.0914;50.3823;59178;59500;DOUAI
3.0914;50.3823;59178;59500;DOUAI
3.0914;50.3823;59178;59500;DOUAI
-1.4771;46.4091;85127;85560;LONGEVILLE SUR MER
4.8442;44.2929;26345;26790;SUZE LA ROUSSE
0.3761;45.35;24573;24320;VERTEILLAC
-0.7115;48.1255;53140;53950;LOUVERNE
-1.8403;46.8354;85047;85300;CHALLANS
2.6141;48.692;77053;77170;BRIE COMTE ROBERT
1.7364;44.1561;82155;82140;ST ANTONIN NOBLE VAL
-0.4267;46.3946;79109;79410;ECHIRE
4.1048;49.9426;02381;02500;HIRSON
5.4031;45.8118;38247;38390;MONTALIEU VERCIEU
3.6168;50.1851;59464;59218;POIX DU NORD
0.5899;43.6056;32307;32550;PAVIE
3.9432;50.0621;59218;59219;ETROEUNGT
3.7492;43.5855;34202;34570;PIGNAN
2.0363;45.4217;19073;19300;EGLETONS
1.5624;46.7276;36101;36350;LUANT
6.9077;48.6916;57253;57815;GONDREXANGE
3.8601;45.6641;42298;42990;SAUVAIN
5.738;46.4389;39333;39260;MOIRANS EN MONTAGNE
6.1158;49.0552;57039;57685;AUGNY
3.1668;43.6126;34028;34600;BEDARIEUX
5.0015;47.4189;21408;21380;MESSIGNY ET VANTOUX
5.0015;47.4189;21408;21380;MESSIGNY ET VANTOUX
-0.0768;43.1074;65286;65100;LOURDES
4.214;44.4602;07117;07230;LABLACHERE
6.3495;43.1622;83019;83230;BORMES LES MIMOSAS
7.1837;49.0463;57006;57412;ACHEN
0.2864;42.7588;65388;65170;ST LARY SOULAN
-0.5654;45.3646;17236;17150;MIRAMBEAU
-0.5654;45.3646;17236;17150;MIRAMBEAU
2.5556;44.9956;15252;15590;VELZIC
-0.6148;48.3075;53147;53100;MAYENNE
1.9584;44.1633;82088;82250;LAGUEPIE
3.6764;46.5306;03102;03290;DOMPIERRE SUR BESBRE
2.6167;46.5401;03297;03190;VALLON EN SULLY
-1.1645;46.4511;85128;85400;LUCON
-0.8129;45.0075;33104;33480;CASTELNAU DE MEDOC
-1.3048;48.1899;35347;35450;VAL D IZE
0.5017;49.47;27485;27680;QUILLEBEUF SUR SEINE
4.9501;47.3386;21485;21370;PLOMBIERES LES DIJON
7.2401;47.7987;68375;68310;WITTELSHEIM
-1.2624;46.3042;85001;85460;L AIGUILLON SUR MER
-1.5971;48.1202;35051;35510;CESSON SEVIGNE
6.2047;48.6672;54274;54140;JARVILLE LA MALGRANGE
-4.0911;47.9971;29232;29000;QUIMPER
3.7441;45.8055;42159;42440;NOIRETABLE
0.1903;49.5443;76447;76290;MONTIVILLIERS
-0.0132;48.7322;61006;61200;ARGENTAN
3.3001;50.3682;59227;59179;FENAIN
2.9794;44.931;15142;15260;NEUVEGLISE
1.0659;48.0341;41075;41270;DROUE
-1.3677;48.4132;35257;35460;ST BRICE EN COGLES
2.5041;48.8424;94058;94170;LE PERREUX SUR MARNE
1.8699;48.8544;78062;78650;BEYNES
1.8699;48.8544;78062;78650;BEYNES
1.8699;48.8544;78062;78650;BEYNES
-0.3928;49.3225;14562;14750;ST AUBIN SUR MER
6.9449;48.5859;54129;54480;CIREY SUR VEZOUZE
2.8602;43.6934;81192;81320;MURAT SUR VEBRE
9.001;41.8907;2A056;20142;CAMPO
4.0357;44.1507;30077;30480;CENDRAS
-1.275;43.242;64436;64780;OSSES
4.133;48.2913;10357;10410;ST PARRES AUX TERTRES
0.6999;45.6319;24328;24360;PIEGUT PLUVIERS
3.2014;45.6105;63121;63114;COUDES
6.2752;47.0339;25415;25920;MOUTHIER HAUTE PIERRE
4.9411;43.9622;84119;84450;ST SATURNIN LES AVIGNON
2.1103;43.2514;11049;11150;BRAM
7.2655;43.7525;06060;06950;FALICON
3.87;43.7692;34276;34270;ST MATHIEU DE TREVIERS
3.4372;46.4667;03197;03340;NEUILLY LE REAL
6.5653;44.9527;05161;05240;LA SALLE LES ALPES
2.7098;48.8731;77243;77400;LAGNY SUR MARNE
3.4032;44.7967;48132;48120;ST ALBAN SUR LIMAGNOLE
6.6516;47.2636;25051;25380;BELLEHERBE
6.6516;47.2636;25051;25380;BELLEHERBE
9.5095;42.3683;2B313;20230;SAN NICOLAO
9.5095;42.3683;2B313;20230;SAN NICOLAO
9.5095;42.3683;2B313;20230;SAN NICOLAO
3.4186;49.9541;02334;02230;FRESNOY LE GRAND
-0.6569;44.4849;33202;33125;HOSTENS
1.4458;48.4625;28229;28300;MAINVILLIERS
-0.2577;49.2745;14488;14150;OUISTREHAM
2.3845;43.2842;11099;11600;CONQUES SUR ORBIEL
-1.2294;47.6531;44170;44670;ST JULIEN DE VOUVANTES
5.7917;45.1823;38179;38610;GIERES
6.8506;43.6969;06130;06460;ST VALLIER DE THIEY
1.9607;43.323;11076;11400;CASTELNAUDARY
-3.3022;47.7184;56193;56670;RIANTEC
6.6267;44.2615;04006;04260;ALLOS
6.6267;44.2615;04006;04260;ALLOS
-0.2156;45.618;16366;16130;SEGONZAC
-3.6455;47.806;29150;29350;MOELAN SUR MER
-3.6455;47.806;29150;29350;MOELAN SUR MER
5.051;45.0172;26057;26300;BOURG DE PEAGE
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
4.9201;48.2455;52140;52330;COLOMBEY LES DEUX EGLISES
0.918;49.8227;76400;76810;LUNERAY
2.7776;50.2126;62151;62175;BOISLEUX AU MONT
1.8487;48.9627;78029;78410;AUBERGENVILLE
1.8487;48.9627;78029;78410;AUBERGENVILLE
4.2285;45.247;43224;43600;STE SIGOLENE
4.2381;44.6298;07107;07380;JAUJAC
-0.5128;47.4272;49246;49130;LES PONTS DE CE
-0.5128;47.4272;49246;49130;LES PONTS DE CE
1.2185;49.2237;27598;27430;ST PIERRE DU VAUVRAY
3.2408;45.749;63226;63115;MEZEL
5.5133;47.6322;70122;70600;CHAMPLITTE
5.5133;47.6322;70122;70600;CHAMPLITTE
5.5133;47.6322;70122;70600;CHAMPLITTE
5.5133;47.6322;70122;70600;CHAMPLITTE
5.5133;47.6322;70122;70600;CHAMPLITTE
5.5133;47.6322;70122;70600;CHAMPLITTE
4.2679;43.8339;30075;30820;CAVEIRAC
5.9702;46.1152;74288;74520;VALLEIRY
4.0823;43.7756;30321;30250;SOMMIERES
-1.6895;48.2193;35173;35520;MELESSE
1.4415;44.6461;46267;46310;ST GERMAIN DU BEL AIR
1.9017;45.8375;23165;23460;ROYERE DE VASSIVIERE
1.4658;44.7938;46215;46350;PAYRAC
2.9818;43.9707;12203;12250;ROQUEFORT SUR SOULZON
4.9492;48.628;52448;52100;ST DIZIER
-0.9431;47.8454;53084;53400;CRAON
2.4657;45.1969;15006;15380;ANGLARDS DE SALERS
5.7019;45.1259;38317;38800;LE PONT DE CLAIX
0.7735;44.0865;82050;82340;DUNES
-1.2809;43.8493;40150;40550;LEON
7.7313;48.52;67218;67400;ILLKIRCH GRAFFENSTADEN
3.646;46.8494;58046;58340;CERCY LA TOUR
4.6795;44.3065;84064;84840;LAPALUD
-3.164;48.3228;22321;22480;ST NICOLAS DU PELEM
2.0912;48.865;78372;78160;MARLY LE ROI
2.0912;48.865;78372;78160;MARLY LE ROI
-1.3347;46.7216;85089;85280;LA FERRIERE
2.8232;46.483;03084;03430;COSNE D ALLIER
7.0468;48.738;57630;57400;SARREBOURG
5.5727;47.2916;70408;70140;PESMES
1.4008;43.4585;31248;31860;LABARTHE SUR LEZE
2.2666;43.509;81120;81290;LABRUGUIERE
5.1101;43.852;84099;84440;ROBION
0.684;45.5303;24311;24300;NONTRON
1.6825;50.8883;62899;62179;WISSANT
-2.7246;47.6229;56243;56860;SENE
5.5674;43.7215;84133;84240;LA TOUR D AIGUES
0.3935;43.1171;65258;65300;LANNEMEZAN
3.1046;42.5026;66148;66660;PORT VENDRES
8.8939;41.9042;2A085;20117;CAURO
4.3002;45.1133;43244;43190;TENCE
4.2059;46.0733;42074;42460;COUTOUVRE
7.6303;48.2551;67486;67920;SUNDHOUSE
-4.5991;48.3774;29212;29280;PLOUZANE
0.7117;45.8638;16070;16150;CHABANAIS
2.6824;45.8601;63283;63380;PONTAUMUR
-1.4059;48.0678;35096;35113;DOMAGNE
-1.4059;48.0678;35096;35113;DOMAGNE
-4.0955;48.5919;29213;29440;PLOUZEVEDE
3.9553;49.4433;02360;02190;GUIGNICOURT
-2.0281;47.2864;44116;44560;PAIMBOEUF
-0.2546;47.678;49127;49430;DURTAL
1.7536;44.2421;82038;82160;CAYLUS
-0.5138;46.0442;17211;17330;LOULAY
0.1178;49.2917;14575;14950;ST ETIENNE LA THILLAYE
1.7149;47.7471;45179;45740;LAILLY EN VAL
4.2979;46.5966;71132;71420;CIRY LE NOBLE
2.0774;45.1366;19237;19220;ST PRIVAT
2.0355;44.8806;46311;46190;SOUSCEYRAC EN QUERCY
2.0355;44.8806;46311;46190;SOUSCEYRAC EN QUERCY
2.0355;44.8806;46311;46190;SOUSCEYRAC EN QUERCY
2.0355;44.8806;46311;46190;SOUSCEYRAC EN QUERCY
2.0355;44.8806;46311;46190;SOUSCEYRAC EN QUERCY
6.9491;48.2425;88445;88580;SAULCY SUR MEURTHE
-3.4418;47.7326;56162;56270;PLOEMEUR
-1.5608;47.3036;44035;44240;LA CHAPELLE SUR ERDRE
0.3104;43.4293;32252;32170;MIELAN
1.5197;45.5415;19129;19510;MASSERET
1.6791;43.2305;09185;09270;MAZERES
7.371;48.6942;67283;67440;MARMOUTIER
-1.3854;43.3617;64160;64250;CAMBO LES BAINS
2.0108;47.0801;36171;36260;REUILLY
7.2651;47.7341;68218;68790;MORSCHWILLER LE BAS
5.3614;49.1455;55545;55100;VERDUN
4.6835;47.1151;21087;21360;BLIGNY SUR OUCHE
-1.547;48.8024;50532;50380;ST PAIR SUR MER
0.0173;48.0221;72096;72550;COULANS SUR GEE
1.8869;43.5624;81076;81470;CUQ TOULZA
6.3628;43.5422;83058;83780;FLAYOSC
1.1651;47.5124;41167;41150;ONZAIN
5.223;46.2509;01451;01440;VIRIAT
2.6295;49.4263;60223;60190;ESTREES ST DENIS
5.7227;43.8065;04152;04860;PIERREVERT
3.3802;48.2982;89414;89260;THORIGNY SUR OREUSE
3.3802;48.2982;89414;89260;THORIGNY SUR OREUSE
3.3802;48.2982;89414;89260;THORIGNY SUR OREUSE
8.6898;42.3189;2A203;20147;PARTINELLO
5.7472;43.4939;83097;83910;POURRIERES
5.6439;43.2981;13042;13420;GEMENOS
-0.3041;43.9059;40331;40190;VILLENEUVE DE MARSAN
4.012;45.2876;43246;43530;TIRANGES
4.4504;45.6309;69238;69590;ST SYMPHORIEN SUR COISE
-1.9653;48.6038;35284;35430;ST JOUAN DES GUERETS
4.142;48.5278;10006;10700;ARCIS SUR AUBE
6.0539;48.922;54431;54700;PONT A MOUSSON
6.8752;44.7793;05003;05470;AIGUILLES
3.1554;50.2095;59294;59268;HAYNECOURT
1.4861;45.605;87146;87380;ST GERMAIN LES BELLES
6.8055;48.6556;57042;57810;AVRICOURT
3.4048;46.9959;58232;58270;ST BENIN D AZY
3.1546;50.6741;59163;59170;CROIX
6.3325;47.9382;70006;70320;AILLEVILLERS ET LYAUMONT
9.1891;41.9917;2A200;20134;PALNECA
3.2752;48.0341;89348;89330;ST JULIEN DU SAULT
1.1075;44.6334;24585;24550;VILLEFRANCHE DU PERIGORD
5.365;48.0375;52353;52800;NOGENT
5.365;48.0375;52353;52800;NOGENT
5.365;48.0375;52353;52800;NOGENT
5.365;48.0375;52353;52800;NOGENT
3.2163;50.7056;59650;59150;WATTRELOS
-4.3129;48.5801;29124;29260;LESNEVEN
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
6.1893;43.1018;83069;83400;HYERES
0.7694;45.1738;24053;24330;BOULAZAC ISLE MANOIRE
-0.4435;47.6246;49347;49125;TIERCE
3.0088;48.5546;77327;77370;NANGIS
4.7125;45.7853;69127;69280;MARCY L ETOILE
4.5583;45.6582;69227;69850;ST MARTIN EN HAUT
4.5583;45.6582;69227;69850;ST MARTIN EN HAUT
1.7944;43.6896;81140;81500;LAVAUR
2.4233;43.7055;81305;81330;VABRE
4.6248;44.1622;30028;30200;BAGNOLS SUR CEZE
-3.6908;47.8491;29236;29340;RIEC SUR BELON
-1.865;48.6835;35049;35260;CANCALE
0.7614;43.8928;32370;32380;ST CLAR
-1.2529;47.0602;85076;85610;CUGAND
2.6752;48.943;77118;77410;CLAYE SOUILLY
2.6752;48.943;77118;77410;CLAYE SOUILLY
5.3892;43.8794;84003;84400;APT
-0.7349;44.1461;40246;40630;SABRES
4.6977;45.3609;42129;42520;MACLAS
1.4106;47.2831;41164;41140;NOYERS SUR CHER
6.5831;47.0634;25411;25500;MORTEAU
2.1312;50.0343;80711;80610;ST OUEN
5.5113;43.3533;13002;13190;ALLAUCH
5.5113;43.3533;13002;13190;ALLAUCH
-1.4661;43.4922;64102;64100;BAYONNE
